customer_id,cus_trans_count,cus_total_trans_val,customer_avg_trans,cus_max_trans,Unnamed: 0,first_name,last_name,age,province,city,employment_status,income,customer_since,Start_Year,Start_Month,Start_Day,Weekday
47426,7,5599.62,799.9457142857143,2596.85,47425,Emma,Jacobs,56,Gauteng,Pretoria,Employed,44092.38,2021-03-10,2021,3,10,2
57560,30,10031451.45,334381.71499999997,10000000.0,57559,Ayanda,Mahlangu,46,Eastern Cape,East London,Employed,41444.4,2023-05-21,2023,5,21,6
34678,23,18157.86,789.4721739130435,3353.48,34677,Mia,Mthembu,52,Free State,Bethlehem,Employed,0.0,2018-03-31,2018,3,31,5
18298,22,17818.36,809.9254545454546,3078.76,18297,Noah,Khumalo,29,Gauteng,Soweto,Self-employed,19941.69,2024-06-29,2024,6,29,5
2894,14,7804.66,557.4757142857143,1569.37,2893,Liam,Sithole,48,Western Cape,Stellenbosch,Employed,4894.98,2016-02-20,2016,2,20,5
99881,14,11069.89,790.7064285714285,4189.01,99880,Ethan,Sithole,52,Western Cape,Stellenbosch,Unemployed,16747.86,2025-01-07,2025,1,7,1
30540,7,6493.969999999999,927.7099999999999,3000.31,30539,Naledi,Pillay,52,Western Cape,Cape Town,Employed,27523.17,2017-03-26,2017,3,26,6
62699,11,26166.82,2378.8018181818184,11147.43,62698,Thabo,Sithole,57,Free State,Bloemfontein,Retired,15071.24,2022-10-26,2022,10,26,2
21229,13,18914.77,1454.9823076923078,5320.47,21228,Bongani,Botha,51,Eastern Cape,Gqeberha,Employed,7846.19,2022-07-02,2022,7,2,5
29003,24,41362.16,1723.4233333333334,12193.11,29002,Noah,Sithole,52,Kwazulu-Natal,Richards Bay,Employed,42849.88,2024-11-07,2024,11,7,3
25079,30,46377.85,1545.9283333333333,22215.92,25078,Sipho,Molefe,36,North West,Rustenburg,Employed,11668.45,2020-12-20,2020,12,20,6
11541,26,39639.4,1524.5923076923077,7263.33,11540,Mia,Naidoo,31,Western Cape,Cape Town,Employed,11956.55,2014-11-10,2014,11,10,0
15602,9,6108.73,678.7477777777777,1717.82,15601,Amelia,Molefe,35,Kwazulu-Natal,Richards Bay,Employed,21382.51,2020-06-27,2020,6,27,5
63012,14,13472.38,962.3128571428571,1799.36,63011,Ethan,Nkosi,56,Mpumalanga,Emalahleni,Self-employed,8914.99,2023-03-24,2023,3,24,4
78474,13,16609.77,1277.6746153846154,5609.88,78473,Ayanda,Van Wyk,30,Gauteng,Johannesburg,Employed,19263.34,2020-03-26,2020,3,26,3
31934,14,17956.49,1282.6064285714288,6600.71,31933,Nomsa,Molefe,58,Kwazulu-Natal,Richards Bay,Employed,13089.73,2018-09-15,2018,9,15,5
51257,4,2496.08,624.02,1719.22,51256,Kabelo,Williams,32,Western Cape,Cape Town,Student,12735.05,2023-06-01,2023,6,1,3
9796,19,20794.63,1094.4542105263158,8217.67,9795,Kabelo,Sithole,49,Eastern Cape,Gqeberha,Retired,8803.43,2019-12-24,2019,12,24,1
41252,16,12902.82,806.42625,1978.54,41251,Sipho,Nkosi,47,Western Cape,Stellenbosch,Retired,47465.42,2022-09-07,2022,9,7,2
34665,18,15249.58,847.1988888888889,4074.93,34664,Zanele,Mahlangu,34,Free State,Bloemfontein,Student,0.0,2013-10-21,2013,10,21,0
65690,25,10021248.790000001,400849.95160000003,10000000.0,65689,Lucas,Mahlangu,27,Gauteng,Midrand,Employed,45529.03,2023-04-20,2023,4,20,3
22377,19,22244.94,1170.7863157894735,4729.5,22376,Naledi,Ndlovu,39,Western Cape,George,Employed,14916.23,2014-04-21,2014,4,21,0
97717,5,7892.9800000000005,1578.596,5305.26,97716,Ayanda,Botha,44,Gauteng,Midrand,Employed,7102.28,2025-07-13,2025,7,13,6
36825,4,2461.27,615.3175,1538.64,36824,Noah,Mahlangu,51,Limpopo,Tzaneen,Retired,22763.46,2022-11-18,2022,11,18,4
56795,10,14886.69,1488.669,4942.18,56794,Emma,Mahlangu,28,Kwazulu-Natal,Durban,Employed,10975.94,2017-12-23,2017,12,23,5
38202,21,21531.97,1025.3319047619048,9388.06,38201,Sipho,Ndlovu,54,Free State,Bethlehem,Self-employed,27921.78,2012-12-20,2012,12,20,3
12169,4,15290.8,3822.7,12912.9,12168,Lucas,Adams,60,Gauteng,Midrand,Student,15023.89,2022-12-07,2022,12,7,2
5349,18,11740.88,652.271111111111,1935.97,5348,Naledi,Nkosi,48,Western Cape,Paarl,Employed,28433.12,2017-07-26,2017,7,26,2
96555,8,4441.15,555.14375,1163.06,96554,Lerato,Van Wyk,46,Kwazulu-Natal,Durban,Employed,100454.65,2023-11-20,2023,11,20,0
6521,19,35179.44,1851.5494736842106,14728.78,6520,Sipho,Williams,18,Northern Cape,Kimberley,Student,17587.5,2015-11-18,2015,11,18,2
17202,20,25669.72,1283.486,5517.27,17201,Sibusiso,Mabena,18,North West,Mahikeng,Retired,52342.57,2014-08-26,2014,8,26,1
17202,20,25669.72,1283.486,5517.27,100257,Sibusiso, Mabena ,18,North West,Mahikeng,Retired,52342.57,2014-08-26,2014,8,26,1
69855,18,13628.31,757.1283333333333,1695.32,69854,Ethan,Pillay,35,Kwazulu-Natal,Richards Bay,Unemployed,38174.95,2015-12-21,2015,12,21,0
72172,9,24099.77,2677.7522222222224,10987.45,72171,Nomsa,Naidoo,60,Limpopo,Polokwane,Employed,14206.68,2024-10-02,2024,10,2,2
61352,10,10985.769999999999,1098.5769999999998,4255.32,61351,Anele,Sithole,71,Western Cape,Paarl,Employed,13117.83,2025-10-08,2025,10,8,2
84263,28,27078.45,967.0875,5515.07,84262,Anele,Botha,25,Western Cape,Cape Town,Unemployed,30335.48,2012-08-25,2012,8,25,5
49118,15,632553.1200000001,42170.208000000006,614584.54,49117,Anele,Naidoo,26,Gauteng,Soweto,Student,17492.33,2017-10-11,2017,10,11,2
79463,16,13752.279999999999,859.5174999999999,2963.52,79462,Lucas,Khumalo,33,Free State,Bethlehem,Self-employed,28720.96,2016-12-03,2016,12,3,5
7557,12,15820.380000000001,1318.365,5483.46,7556,Zanele,Van Wyk,36,Kwazulu-Natal,Durban,Employed,27651.98,2013-02-11,2013,2,11,0
60893,28,24723.67,882.9882142857142,3994.93,60892,Mia,Mahlangu,34,Gauteng,Midrand,Retired,21031.96,2015-03-21,2015,3,21,5
66190,25,33749.47,1349.9788,6594.35,66189,Lerato,Ndlovu,48,Free State,Welkom,Retired,15621.82,2023-10-28,2023,10,28,5
76593,13,18709.879999999997,1439.2215384615383,4570.19,76592,Noah,Mahlangu,49,Gauteng,Johannesburg,Employed,18219.56,2023-05-10,2023,5,10,2
88638,56,37668.77,672.6566071428571,2559.72,88637,Mia,Sithole,35,Kwazulu-Natal,Durban,Employed,49234.34,2016-12-09,2016,12,9,4
38499,19,11456.32,602.9642105263158,2205.15,38498,Amelia,Adams,59,Kwazulu-Natal,Pietermaritzburg,Employed,11285.08,2016-04-13,2016,4,13,2
18820,12,11561.79,963.4825000000001,3207.53,18819,Oliver,Mthembu,48,Gauteng,Soweto,Nan,24307.99,2022-02-06,2022,2,6,6
83164,16,7581.2300000000005,473.82687500000003,1110.13,83163,Sipho,Williams,41,Kwazulu-Natal,Richards Bay,Employed,29072.84,2014-06-21,2014,6,21,5
64559,20,614263.9600000001,30713.198000000004,591965.36,64558,Nomsa,Pillay,44,Limpopo,Polokwane,Unemployed,7107.41,2018-04-01,2018,4,1,6
74148,21,33709.28,1605.2038095238095,6662.48,74147,Zanele,Molefe,59,Kwazulu-Natal,Durban,Employed,30295.65,2016-01-24,2016,1,24,6
12807,5,10958.25,2191.65,4831.84,12806,Mia,Botha,46,North West,Rustenburg,Unemployed,14806.59,2017-07-22,2017,7,22,5
52747,6,5458.03,909.6716666666666,1255.28,52746,Ayanda,Naidoo,29,Limpopo,Thohoyandou,Student,9641.34,2021-01-22,2021,1,22,4
10034,32,33483.36,1046.355,3775.35,10033,Bongani,Ndlovu,42,Eastern Cape,Gqeberha,Employed,23164.05,2015-05-28,2015,5,28,3
90099,28,349361.95,12477.2125,325212.6,90098,Kabelo,Dlamini,24,Gauteng,Soweto,Employed,17684.82,2013-07-14,2013,7,14,6
52093,11,5671.95,515.6318181818182,1011.97,52092,Anele,Williams,42,Gauteng,Soweto,Self-employed,9097.94,2016-09-08,2016,9,8,3
32325,7,6653.29,950.47,2513.11,32324,Thabo,Adams,37,Gauteng,Midrand,Student,7278.53,2013-01-25,2013,1,25,4
72829,13,10947.81,842.1392307692307,3046.77,72828,Amahle,Molefe,36,Gauteng,Soweto,Nan,27523.06,2023-08-30,2023,8,30,2
53935,38,33528.79,882.3365789473685,7512.0,53934,Lucas,Van Wyk,23,Western Cape,George,Employed,43267.71,2018-03-20,2018,3,20,1
60530,33,44718.75,1355.1136363636363,7365.19,60529,Mia,Jacobs,60,Gauteng,Soweto,Self-employed,9898.0,2023-09-03,2023,9,3,6
23937,4,1419.38,354.845,722.47,23936,Sipho,Mokoena,37,Kwazulu-Natal,Richards Bay,Employed,32459.23,2021-11-11,2021,11,11,3
67659,18,20114.760000000002,1117.4866666666667,7587.13,67658,Mia,Ndlovu,48,Eastern Cape,East London,Employed,12216.0,2021-07-04,2021,7,4,6
2040,18,15213.64,845.2022222222222,3104.13,2039,Oliver,Mabena,32,Kwazulu-Natal,Richards Bay,Self-employed,22580.46,2023-04-21,2023,4,21,4
15353,16,15691.7,980.73125,6077.75,15352,Emma,Mokoena,40,Limpopo,Polokwane,Employed,19241.7,2024-03-30,2024,3,30,5
71056,19,31084.98,1636.0515789473684,12737.33,71055,Nomsa,Mthembu,37,North West,Rustenburg,Retired,0.0,2024-05-02,2024,5,2,3
76005,6,4573.03,762.1716666666666,2397.77,76004,Nomsa,Sithole,45,Gauteng,Johannesburg,Employed,13543.63,2018-03-22,2018,3,22,3
69732,8,14524.69,1815.58625,9247.77,69731,Oliver,Mabena,41,Kwazulu-Natal,Pietermaritzburg,Self-employed,26408.59,2015-05-11,2015,5,11,0
11296,7,5595.13,799.3042857142857,1698.66,11295,Naledi,Adams,20,Free State,Bethlehem,Unemployed,44401.72,2022-10-19,2022,10,19,2
90732,22,772608.79,35118.58136363637,746966.08,90731,Mia,Botha,47,Northern Cape,Upington,Employed,7041.3,2014-11-06,2014,11,6,3
76630,26,35462.04,1363.9246153846154,5585.26,76629,Kabelo,Ndlovu,62,Western Cape,Cape Town,Employed,60742.94,2024-12-27,2024,12,27,4
96421,14,6873.42,490.9585714285714,1318.0,96420,Mia,Jacobs,52,Western Cape,Paarl,Employed,17722.09,2019-11-24,2019,11,24,6
95835,21,5019427.36,239020.3504761905,5000000.0,95834,Nomsa,Mokoena,44,Kwazulu-Natal,Richards Bay,Self-employed,7495.49,2023-07-31,2023,7,31,0
6092,15,16629.12,1108.608,4052.07,6091,Emma,Nkosi,50,Eastern Cape,Gqeberha,Self-employed,32945.35,2014-05-09,2014,5,9,4
24631,17,11057.25,650.4264705882352,1767.83,24630,Lucas,Mahlangu,32,Gauteng,Soweto,Employed,23253.59,2015-09-22,2015,9,22,1
62428,9,8156.96,906.3288888888889,2611.45,62427,Liam,Nkosi,18,Western Cape,Paarl,Self-employed,12903.28,2016-06-16,2016,6,16,3
8109,14,17288.68,1234.9057142857143,5910.29,8108,Kabelo,Sithole,18,Gauteng,Soweto,Employed,9755.75,2017-04-29,2017,4,29,5
35831,16,23086.37,1442.898125,8310.72,35830,Liam,Van Wyk,49,Free State,Bloemfontein,Employed,15111.26,2023-03-20,2023,3,20,0
91694,19,31650.55,1665.8184210526315,5595.66,91693,Thabo,Mahlangu,19,Kwazulu-Natal,Richards Bay,Employed,31782.44,2019-03-14,2019,3,14,3
48950,32,60900.73,1903.1478125,28971.81,48949,Ayanda,Pillay,46,Gauteng,Pretoria,Self-employed,23710.8,2023-10-20,2023,10,20,4
55525,27,23268.66,861.8022222222222,2698.61,55524,Thabo,Mabena,44,Kwazulu-Natal,Richards Bay,Employed,55480.89,2016-04-12,2016,4,12,1
80358,7,4713.93,673.4185714285715,2436.87,80357,Emma,Williams,67,Western Cape,Stellenbosch,Employed,13643.64,2017-07-21,2017,7,21,4
81025,11,10181.55,925.5954545454545,2759.0,81024,Liam,Van Wyk,54,Mpumalanga,Secunda,Student,6720.71,2013-04-22,2013,4,22,0
75400,15,17878.420000000002,1191.8946666666668,3421.2,75399,Ava,Williams,37,North West,Klerksdorp,Retired,5201.67,2017-06-11,2017,6,11,6
98156,9,7381.110000000001,820.1233333333334,4377.19,98155,Naledi,Ndlovu,48,Kwazulu-Natal,Richards Bay,Employed,41384.03,2021-10-17,2021,10,17,6
50057,20,15956.21,797.8104999999999,2994.17,50056,Ethan,Van Wyk,43,Free State,Bethlehem,Employed,0.0,2024-03-05,2024,3,5,1
8685,14,28083.98,2005.9985714285715,13216.49,8684,Sophia,Molefe,43,Free State,Welkom,Employed,26367.46,2014-10-10,2014,10,10,4
20242,26,24375.05,937.501923076923,2563.96,20241,Nomsa,Dlamini,29,Northern Cape,Upington,Self-employed,44652.59,2013-02-01,2013,2,1,4
15589,13,24432.63,1879.433076923077,16159.93,15588,Lucas,Dlamini,42,Eastern Cape,Mthatha,Retired,8763.15,2014-12-28,2014,12,28,6
78953,9,29673.82,3297.091111111111,24235.11,78952,Amahle,Van Wyk,54,Western Cape,Paarl,Self-employed,13555.65,2018-05-05,2018,5,5,5
70420,5,6331.99,1266.398,2776.97,70419,Amahle,Molefe,55,Kwazulu-Natal,Richards Bay,Employed,14790.19,2017-08-24,2017,8,24,3
56409,20,29201.37,1460.0684999999999,12715.24,56408,Bongani,Sithole,39,Gauteng,Soweto,Self-employed,0.0,2012-11-20,2012,11,20,1
43275,4,8525.9,2131.475,5467.43,43274,Nomsa,Nkosi,18,Mpumalanga,Mbombela,Unemployed,20263.3,2018-11-13,2018,11,13,1
14125,29,32276.39,1112.9789655172412,11729.44,14124,Emma,Mokoena,58,Northern Cape,Kuruman,Retired,14658.86,2019-05-31,2019,5,31,4
72218,11,6226.39,566.0354545454546,1486.2,72217,Ethan,Khumalo,38,Kwazulu-Natal,Richards Bay,Employed,19792.36,2016-02-28,2016,2,28,6
70176,28,24400.81,871.4575000000001,3834.38,70175,Oliver,Pillay,44,Free State,Bethlehem,Retired,23575.89,2015-11-09,2015,11,9,0
83893,13,8998.789999999999,692.2146153846153,2137.56,83892,Kabelo,Mabena,48,Kwazulu-Natal,Durban,Employed,13995.27,2013-08-27,2013,8,27,1
59230,9,8377.470000000001,930.8300000000002,4340.06,59229,Sibusiso,Mthembu,51,Gauteng,Pretoria,Employed,19112.86,2015-08-06,2015,8,6,3
4442,34,29322.51,862.4267647058823,4118.82,4441,Naledi,Dlamini,18,Western Cape,George,Employed,68099.41,2024-10-23,2024,10,23,2
10703,23,28556.53,1241.5882608695651,11325.73,10702,Zanele,Nkosi,48,Eastern Cape,Gqeberha,Employed,12451.22,2022-12-28,2022,12,28,2
54222,17,29237.86,1719.874117647059,9925.77,54221,Bongani,Mokoena,18,Gauteng,Midrand,Self-employed,32397.17,2019-05-20,2019,5,20,0
93492,12,12364.53,1030.3775,3398.77,93491,Kabelo,Mahlangu,47,Gauteng,Soweto,Employed,20880.74,2025-06-14,2025,6,14,5
56779,22,26659.6,1211.8,4765.57,56778,Amelia,Adams,24,Gauteng,Johannesburg,Employed,0.0,2016-01-10,2016,1,10,6
78515,4,4179.8099999999995,1044.9524999999999,2861.42,78514,Nomsa,Sithole,35,Kwazulu-Natal,Pietermaritzburg,Retired,17392.55,2025-07-20,2025,7,20,6
87761,14,6848.38,489.17,2840.0,87760,Sibusiso,Dlamini,39,Western Cape,Cape Town,Employed,11105.75,2018-05-05,2018,5,5,5
47626,24,15377.33,640.7220833333333,2373.84,47625,Amahle,Mahlangu,41,Gauteng,Midrand,Employed,17128.18,2012-08-05,2012,8,5,6
882,31,40628.4,1310.593548387097,4239.83,881,Sophia,Nkosi,29,Western Cape,Cape Town,Self-employed,5647.28,2023-09-03,2023,9,3,6
83427,22,25670.68,1166.8490909090908,3239.28,83426,Ayanda,Mabena,27,Kwazulu-Natal,Pietermaritzburg,Employed,25330.42,2012-06-18,2012,6,18,0
26149,2,5700.540000000001,2850.2700000000004,4396.1,26148,Zanele,Mahlangu,54,Eastern Cape,Gqeberha,Employed,25426.17,2012-03-03,2012,3,3,5
83286,28,26979.83,963.5653571428572,5866.2,83285,Ava,Dlamini,67,Eastern Cape,Mthatha,Employed,22331.68,2022-03-03,2022,3,3,3
60243,20,17532.69,876.6344999999999,2641.66,60242,Ethan,Molefe,38,Kwazulu-Natal,Pietermaritzburg,Self-employed,18180.44,2021-05-15,2021,5,15,5
21779,15,14841.619999999999,989.4413333333333,3339.23,21778,Oliver,Pillay,33,Western Cape,Stellenbosch,Nan,26161.88,2023-11-20,2023,11,20,0
14430,15,26057.27,1737.1513333333335,13936.11,14429,Liam,Jacobs,39,Gauteng,Midrand,Unemployed,67279.28,2014-11-03,2014,11,3,0
97613,14,8633.24,616.66,2394.86,97612,Oliver,Sithole,61,Gauteng,Johannesburg,Self-employed,15592.77,2025-09-12,2025,9,12,4
12202,24,25666.46,1069.4358333333332,3922.94,12201,Oliver,Adams,48,Eastern Cape,Gqeberha,Self-employed,31818.19,2017-04-08,2017,4,8,5
64551,8,5860.21,732.52625,1765.17,64550,Zanele,Ndlovu,48,Gauteng,Pretoria,Employed,15443.98,2023-03-30,2023,3,30,3
35241,13,18050.829999999998,1388.5253846153844,9782.49,35240,Ethan,Mahlangu,35,Kwazulu-Natal,Richards Bay,Retired,36140.29,2017-09-29,2017,9,29,4
56539,39,32318.760000000002,828.6861538461538,4121.62,56538,Sibusiso,Naidoo,33,Limpopo,Tzaneen,Employed,15084.33,2024-02-13,2024,2,13,1
5243,21,15819.28,753.2990476190477,3846.89,5242,Emma,Dlamini,34,Limpopo,Tzaneen,Employed,11688.71,2014-05-14,2014,5,14,2
34630,10,8988.2,898.82,4811.66,34629,Kabelo,Mthembu,48,Limpopo,Thohoyandou,Self-employed,38147.62,2022-01-08,2022,1,8,5
19935,18,14523.869999999999,806.8816666666667,4266.06,19934,Ava,Van Wyk,46,Gauteng,Pretoria,Student,21693.65,2012-04-17,2012,4,17,1
88066,41,10035248.72,244762.16390243903,10000000.0,88065,Amelia,Ndlovu,60,Gauteng,Soweto,Self-employed,0.0,2012-05-18,2012,5,18,4
