,customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since
50,51,Sipho,Molefe,31,KwaZulu-Natal,Richards Bay,Employed,105174.49,2023/10/16
51,52,Thabo,Pillay,37,Gauteng,Pretoria,Unemployed,29216.47,24 Feb 2023
52,53,Naledi,Adams,24,Gauteng,Soweto,Employed,16053.53,2012-01-09
53,54,Zanele,Adams,44,Mpumalanga,Mbombela,Employed,39525.63,2023-07-28
54,55,Kabelo,Mthembu,37,Western Cape,Stellenbosch,Student,7346.56,2025-01-14
55,56,Oliver,Williams,55,Gauteng,Midrand,Employed,20541.47,2015-02-03
56,57,Oliver,Jacobs,18,GAUTENG,Pretoria, Student ,4140.31,2019-12-23
57,58,Noah,Mahlangu,23,KwaZulu-Natal,Richards Bay,Employed,32545.94,2014-01-01
58,59,Lerato,Dlamini,53,KwaZulu-Natal,Pietermaritzburg,Unemployed,,2020-03-15
59,60,Sibusiso,Mokoena,25,KwaZulu-Natal,Durban,Employed,7227.2,2021-12-20
60,61,Bongani,Jacobs,40,Western Cape,Stellenbosch,Employed,14667.22,2025-02-19
61,62,Emma,Mthembu,58,Gauteng,Midrand,Unemployed,28604.57,2024-11-04
62,63,Sipho,Ndlovu,38,Limpopo,Thohoyandou,Retired,43320.13,2024-02-25
63,64,Ayanda,Ndlovu,54,Eastern Cape,Gqeberha,Self-employed,16 771.94,2019-10-20
64,65,Sibusiso,Sithole,38,Eastern Cape,East London,Retired,42797.64,2022-06-29
65,66,Ayanda,Molefe,49,Eastern Cape,Mthatha,,23458.05,2016-08-23
66,67,Sophia,Adams,61,Free State,Bethlehem,Employed,17270.02,2017-03-10
67,68,Amahle,Sithole,33,Western Cape,Stellenbosch,Retired,"23,951",23-02-2019
68,69,Sophia,Sithole,32,Gauteng,Pretoria,Self-employed,27391.42,2018-05-18
69,70,Anele,Mahlangu,32,KwaZulu-Natal,Pietermaritzburg,Employed,33501.39,2015-11-20
70,71,Ethan,Sithole,42,Gauteng,soweto,Self-employed,19881.59,2018-06-11
71,72,Liam,Molefe,28,Limpopo,TZANEEN,Unemployed,9580.68,2024-10-08
72,73,Amahle,Nkosi,36,KwaZulu-Natal,Pietermaritzburg,Unemployed,17312.14,08 Apr 2018
73,74,Lucas,Dlamini,60,Free State,Bethlehem,Retired,139551.02,2025-05-17
74,75,Zanele,Van Wyk,48,Limpopo,Tzaneen,Student,30533.1,04 Nov 2014
75,76,Lucas,Nkosi,38,KwaZulu-Natal,Richards Bay,Employed,23900.17,2023-09-29
76,77,Amelia,Jacobs,37,Mpumalanga,Mbombela,Employed,45029.99,2021-04-29
77,78,Zanele,Naidoo,35,KwaZulu-Natal,Pietermaritzburg,Self-employed,12789.07,2013-07-02
78,79,Mia,Dlamini,40,Limpopo,Thohoyandou,Self-employed,13697.72,2020-08-07
79,80,Ayanda,Dlamini,18,Gauteng,Pretoria,Employed,12754.88,2019-07-06
80,81,Liam,Botha,39,KwaZulu-Natal,Durban,Unemployed,65820.36,2015-08-03
81,82,EMMA,Williams,62,KwaZulu-Natal,Durban,Self-employed,15735.84,2013-01-23
82,83,Sophia,Mabena,44,Western Cape,Cape Town,Employed,11593.9,2017-12-14
83,84,Lerato,Williams,59,Gauteng,Midrand,Self-employed,37797.24,2020-07-29
84,85,Mia, Jacobs ,43,Mpumalanga,Emalahleni,Employed,6436.75,2021-01-01
85,86,Ayanda,Jacobs,19,Eastern Cape,East London,Student,25084.76,2017-06-29
86,87,Lucas,Khumalo,38,Gauteng,Pretoria,Employed,"R16,442.79",2024-10-30
87,88,Emma,Dlamini,43,Gauteng,Soweto,Student,26958.5,2016-10-02
88,89,Noah,Mahlangu,44,Gauteng,Midrand,Self-employed,62 483.66,2020-10-31
89,90,Naledi,Mabena,21,Western Cape,Paarl,Retired,22856.15,2013-04-11
90,91,Amahle,Jacobs,39,North West,Mahikeng,Unemployed,24934.73,2012-09-15
91,92,Lucas,Mthembu,43,KwaZulu-Natal,Richards Bay,Self-employed,11064.92,2025-08-10
92,93,Lerato,Khumalo,41,Gauteng,Pretoria,Employed,11880.06,2025-08-20
93,94,naledi,Nkosi,51,KwaZulu-Natal,Durban,Self-employed,74826.49,03/07/2022
94,95,Ethan,Mabena,28,Western Cape,Paarl, Employed ,6863.48,2025-10-03
95,96,Zanele,Nkosi,37,Gauteng,Johannesburg,Retired,13312.82,2022-04-22
96,97,Lerato,Williams,47,Eastern Cape,Mthatha,Employed,87108.59,2012-04-24
97,98,Nomsa,Williams,31,Eastern Cape,Gqeberha,Employed,5670.29,2019-04-06
98,99,ZANELE,Adams,34,Northern Cape,Kimberley,Employed,9684.3,2015-09-27
99,100,Noah,Mthembu,54,eastern cape,Gqeberha,Employed,16200.67,2018-12-21
100,101,Naledi,Jacobs,37,KwaZulu-Natal,Durban,Employed,"R10,453.96",2022-09-08
101,102,Emma,Khumalo,31,Free State,Welkom,Self-employed,30358.31,2025-09-08
102,103,Mia,Naidoo,48,Mpumalanga,Emalahleni,Unemployed,9396.25,2021-11-16
103,104,Anele,Jacobs,56,Free State,Bloemfontein,Employed,18827.52,2016-09-03
104,105,Ayanda,Molefe,49,North West,Klerksdorp,Employed,6392.08,2022-12-26
105,106,Emma,Nkosi,39,Limpopo,Polokwane,Employed,27379.93,2022-03-11
106,107,Oliver,Mthembu,43,Mpumalanga,Mbombela,EMPLOYED,28660.16,2018-03-31
107,108,Ethan,Dlamini,30, Western Cape ,George,,9944.06,2020-11-21
108,109,Ethan,Mthembu,30,Free State,Bloemfontein,,35224.48,2014-11-03
109,110,Mia,Nkosi,21,KwaZulu-Natal,Richards Bay,Employed,26059.9,2023-08-16
110,111,Thabo,Pillay,37,KwaZulu-Natal,Durban,Employed,12195.16,2024-03-14
111,112,Ayanda,Van Wyk,29,Eastern Cape,Mthatha,Employed,17110.19,2013-02-21
112,113,Emma,Van Wyk,34,North West,Klerksdorp,Self-employed,11488.24,2021-06-04
113,114,amahle,Khumalo,38,Northern Cape, Kimberley ,Retired,16289.82,2017-11-02
114,115,Oliver,Nkosi,38,Gauteng,Pretoria,Employed,60222.72,2024-10-18
115,116,Kabelo,Khumalo,43,Free State,Welkom,Employed,22204.7,2012-05-10
116,117,Lucas,Ndlovu,26, Free State ,Welkom,Unemployed,32414.53,2023-02-22
117,118,Ayanda,Naidoo,41,Gauteng,Johannesburg,Self-employed,"11,702.12",2018-06-15
118,119,Ethan,Pillay,39,Gauteng,Pretoria,Self-employed,32881.87,10/02/2014
119,120,Sipho,Sithole,41,Western Cape,Cape Town,Employed,45663.93,2017-12-08
120,121,Sipho,Ndlovu,18,Free State,Welkom,Employed,10107.69,2019-02-24
121,122,Liam,Jacobs,66,KwaZulu-Natal,Durban,Employed,48079.29,2012-01-08
122,123,Lucas,Mahlangu,29,Northern Cape,Upington,Employed,37811.53,2020-08-06
123,124,Ava,Williams,32,KwaZulu-Natal,Durban,Student,"R26,473.63",2012-09-03
124,125,Ayanda,Mahlangu,18,Northern Cape,Upington,Self-employed,11293.53,2017-02-19
125,126,Emma,Mthembu,45, Gauteng ,Johannesburg,,49054.16,2023-09-25
126,127,Naledi,Botha,53,Limpopo,Thohoyandou,Employed,68518.97,2020-11-22
127,128,Mia,Ndlovu,18,Western Cape,Cape Town,,45659.73,2020-03-17
128,129,Ethan,Adams,36,kwazulu-natal,Pietermaritzburg,Retired,18898.76,2025-12-01
129,130,Amelia, Nkosi ,41,Limpopo,Tzaneen,Employed,20867.07,2022-06-06
130,131,Oliver,Botha,45,North West,Mahikeng,Employed,31940.36,2019-01-15
131,132,Anele,Dlamini,66,limpopo,Tzaneen,Employed,6011.43,2015-10-02
132,133,Emma,Jacobs,59,Western Cape,Cape Town,Employed,18543.83,2014-08-01
133,134,Ava,Khumalo,35,Gauteng,Midrand,Employed,12723.61,2018-12-17
134,135,Zanele,Khumalo,18,Western Cape,Cape Town,Employed,44394.75,27-05-2025
135,136,Mia,Mokoena,35,Western Cape,Stellenbosch,self-employed,14102.98,2022-04-23
136,137,Ava,Mokoena,36,Eastern Cape,East London,Student,47646.78,2016-10-17
137,138,Naledi,Ndlovu,29,Eastern Cape,Gqeberha,Retired,6411.85,2021-11-06
138,139,Bongani,Pillay,29,Free State,Welkom,Unemployed,,2023-03-30
139,140,Kabelo,Van Wyk,22,mpumalanga,Mbombela,Employed,10024.86,2024-01-26
140,141,Kabelo,Dlamini,39,Free State,Bloemfontein,Employed,76707.03,2020-09-23
141,142,Ethan,Adams,39,Limpopo,Thohoyandou,,14244.22,2015-04-12
142,143,Zanele,Molefe,20,Western Cape,Paarl,Employed,6157.49,2012-06-15
143,144,Sipho,Naidoo,37,Gauteng,Johannesburg,Student,"R 16,114.86",2013-08-09
144,145,Sipho,Mthembu,70,Eastern Cape,Mthatha,Self-employed,16684.79,2015-11-04
145,146,Kabelo,Williams,31,Limpopo,Thohoyandou,Retired,,2014-01-30
146,147,Ava,Molefe,48,Western Cape,George,Student,6679.01,2022-09-03
147,148,Mia,Mthembu,41,KwaZulu-Natal,Pietermaritzburg,Self-employed,23371.34,2016-04-10
148,149,Sibusiso,Khumalo,49,Eastern Cape,East London,Employed,13082.66,2023-09-23
149,150,Lerato,Mthembu,43,Western  Cape,Stellenbosch,Employed,48859.92,2022-04-06
150,151,Ava,Nkosi,22,Gauteng,Pretoria,Self-employed,42119.24,2014-07-23
151,152,Liam,Mokoena,54,Mpumalanga,MBOMBELA,Employed,34981.17,19/10/2013
152,153,Kabelo,Botha,39,Eastern Cape,Mthatha,Employed,24515.11,2018-03-03
153,154,Amelia,Mthembu,18,Gauteng,Midrand, Self-Employed ,14471.43,2019-11-16
154,155,Bongani,Sithole,55,Limpopo,Polokwane,Retired,23309.86,2017-08-07
155,156,Thabo,Pillay,81,GAUTENG,Pretoria,Self-employed,64515.76,2021-05-30
156,157,Kabelo,Mabena,57,Limpopo,Tzaneen,Employed,,2013-01-02
157,158,Sipho,Mokoena,27,Gauteng,Midrand,Self-employed,19312.41,2024-12-10
158,159,Sipho,Sithole,33,KwaZulu-Natal,Pietermaritzburg,Employed,33867.18,2023-10-15
159,160,Ayanda,Dlamini,55,Gauteng,Soweto,Employed,12068.69,2014-10-18
160,161,Zanele,Sithole,34,Gauteng,Soweto,Employed,16026.51,2018-03-31
161,162,Kabelo,naidoo,56,Mpumalanga,Mbombela,Employed,31895.65,2019-07-30
162,163,Amahle,Dlamini,35,Gauteng,Pretoria,Unemployed,18644.83,2023-03-12
163,164,Nomsa,Williams,54,Western Cape,George,Unemployed,16122.95,2015-04-05
164,165,Noah,Sithole,62,Gauteng,Pretoria,Employed,34489.82,2020-12-24
165,166,Liam,Naidoo,41,Eastern Cape,Mthatha,Employed,31400.16,2020-01-01
166,167,Oliver,Adams,29,Limpopo,Thohoyandou,,34760.17,2013-03-12
167,168,Emma,Adams,25,Northern Cape,Kimberley,Employed,15187.12,2022-03-21
168,169,Lerato,Naidoo,44,Gauteng,Pretoria,Employed,20787.56,2021-09-26
169,170,Sibusiso,Adams,42, Gauteng ,Soweto,Employed,21686.51,2025-01-27
170,171,Amelia,Pillay,56,Gauteng,Johannesburg,Employed,42319.72,2020-12-17
171,172,Kabelo,Naidoo,37,KwaZulu-Natal,Durban,Employed,16894.74,2015-04-11
172,173,Amelia,Mabena,49,Northern Cape,Kuruman,Employed,52763.21,2014-06-30
173,174,Anele,Van Wyk,40,Eastern Cape,East London,employed,46178.99,2024-11-25
174,175,Lerato,Botha,20,KwaZulu-Natal,Pietermaritzburg,Retired,13027.83,2020-06-29
175,176,Sophia,Pillay,34,Gauteng,Midrand,Employed,18003.55,2021-04-20
176,177,Sibusiso,Jacobs,23,Mpumalanga,mbombela,Self-employed,21290.96,2012-06-12
177,178,Bongani,Van Wyk,37,Kwazulu-Natal,Richards Bay,Employed,23010.11,2016-06-03
178,179,Mia,Mahlangu,32,Gauteng,Pretoria,Employed,29446.77,2017-06-09
179,180,LERATO,Pillay,18,Gauteng,Pretoria,Employed,19373.77,2012-07-15
180,181,Naledi,Pillay,33,Western  Cape,Cape Town,Self-employed,31388.65,2019-02-26
181,182,Sipho,Pillay,42,Gauteng,Soweto,Self-employed,,2025-07-26
182,183,Sipho,Sithole,27,Western Cape,George,Employed,25428.94,2016-08-25
183,184,Amahle,Botha,37,KwaZulu-Natal,Durban,Unemployed,38816.27,2013-12-08
184,185,Ayanda,Mokoena,45,Eastern Cape,Mthatha,Self-employed,37146.08,2012/08/22
185,186,Thabo,Sithole,29,Gauteng,Pretoria,Employed,31734.49,01/01/2022
186,187,Bongani,Jacobs,47,KwaZulu-Natal,Durban,Student,16770.73,2023-07-24
187,188,LERATO,Mokoena,35,North West,Klerksdorp,Employed,20665.1,2025-07-25
188,189,Anele,Adams,18,Free State,Welkom,Employed,20848.7,2012-03-16
189,190,Nomsa,Mahlangu,33,KwaZulu-Natal,Richards Bay,Student,24301.79,2021-06-29
190,191,Emma,Jacobs,49,Gauteng,Johannesburg,Employed,23274.0,2023-05-13
191,192,Nomsa,Naidoo,33,Mpumalanga,Secunda,Employed,53268.05,2016-05-26
192,193,Nomsa,Mokoena,53,Gauteng,Johannesburg,EMPLOYED,15754.07,2018-01-06
193,194,Mia,Botha,31,Gauteng,Soweto,Student,19386.89,2022-06-11
194,195,Sipho,Sithole,36,Mpumalanga,Mbombela,Retired,18834.24,2013-11-20
195,196,Emma,Naidoo,31,KwaZulu-Natal,Durban,Employed,38601.55,2014-12-26
196,197,Naledi,Mabena,36,Free State,BLOEMFONTEIN, Employed ,3284.45,2014-07-06
197,198,Liam,Botha,35,KwaZulu-Natal,Durban,Employed,56410.85,2023-01-20
198,199,Ethan,Pillay,32, Eastern Cape ,Gqeberha,,38179.72,2017-11-10
199,200,Ava,Ndlovu,18,Gauteng,Pretoria,Self-employed,27441.26,2025-12-16
200,201,Ayanda,NAIDOO,36,Gauteng,,Retired,11276.38,2016-10-21
201,202,Naledi,Mabena,22,Gauteng,Pretoria,Employed,15816.92,2024-01-19
202,203,Naledi,Mabena,21,Gauteng,Pretoria,Employed,23761.19,2015-01-08
203,204,Sophia,Mokoena,44,Mpumalanga,Mbombela,Employed,17128.21,2015-09-08
204,205,Lucas,Adams,47,Gauteng,Soweto,Employed,31754.59,2021-02-01
205,206,Lerato,Ndlovu,37,KwaZulu-Natal,Durban,Employed,13022.22,2016-09-03
206,207,Thabo,Williams,37,Limpopo,Polokwane,Student,33965.22,2025-11-03
207,208,Noah,Jacobs,39,Limpopo,Polokwane,Retired,63876.78,2015-05-04
208,209,Sophia,Pillay,29,KwaZulu-Natal,Richards Bay,employed,21127.75,2019-08-29
209,210,Thabo,Jacobs,47,KWAZULU-NATAL,Richards Bay,Employed,32349.51,2022-07-20
210,211,Ava,Naidoo,39,Northern Cape,Kuruman,Employed,21717.45,2021-03-03
211,212,Naledi,Ndlovu,51,Eastern Cape,East London,Employed,22787.53,2022-09-26
212,213,Ethan,Mokoena,18,Limpopo,Polokwane,,59137.57,2024-02-24
213,214,Nomsa,Mahlangu,43,Mpumalanga,Mbombela,Unemployed,7686.49,2023-09-21
214,215,Amelia,Sithole,64,Limpopo,Thohoyandou,Self-employed,46245.76,2016-09-19
215,216,Naledi,Ndlovu,41,Gauteng,Midrand,Employed,10278.46,2024-05-02
216,217,Zanele,Nkosi,18,KwaZulu-Natal,Richards Bay,Employed,94206.99,2021-07-19
217,218,Sophia,Pillay,21,Western Cape,George,Employed,10295.56,2014-12-30
218,219,Bongani,Naidoo,42,Eastern Cape,East London,Employed,22846.03,2017-07-08
219,220,Sibusiso,Dlamini,33,North West,Mahikeng, Employed ,58 420.49,20-06-2023
220,221,Sophia,Ndlovu,19,KwaZulu-Natal,Durban,Unemployed,39346.59,2020-07-28
221,222,Bongani,Molefe,18,KwaZulu-Natal,Richards Bay,Employed,23564.87,2012-03-28
222,223,Ava,Ndlovu,50,Western Cape,Stellenbosch,Employed,45317.92,2019-04-10
223,224,Amahle,Mahlangu,22,North West,Rustenburg,Employed,14829.36,2014-10-24
224,225,Nomsa,Botha,21,Western Cape,paarl,Employed,19577.0,2021-03-04
225,226,Liam,Jacobs,42,western cape,Stellenbosch,Unemployed,19073.15,2013-11-01
226,227,Oliver,Mthembu,36,Gauteng,Midrand,Self-employed,32925.06,2021/01/04
227,228,noah,Botha,42,Western Cape,Stellenbosch, Student ,126377.11,2019-09-09
228,229,Bongani,Van Wyk,25,KwaZulu-Natal,Richards  Bay,Employed,42667.3,2021-08-18
229,230,Ayanda,Adams,51,KwaZulu-Natal,Richards Bay,Retired,52674.38,2023-03-01
230,231,Sibusiso,Nkosi,52,gauteng,Soweto,Employed,13461.75,2024-12-28
231,232,Lerato,Sithole,35,Western Cape,Cape Town,Employed,38595.2,2021-10-12
232,233,Oliver,Botha,32,Western Cape,Cape Town,Employed,3722.07,2022-12-15
233,234,Emma,Mahlangu,48,Gauteng,Johannesburg,Unemployed,9802.08,2024-06-01
234,235,Mia,Mthembu,51,Western Cape,Cape Town,Employed,"30,672",2014-11-02
235,236,Noah,Pillay,40,Eastern Cape,East London, Self-employed ,17742.93,2018-05-06
236,237,Ava,Van Wyk,37,Gauteng,Midrand,Employed,11846.84,2016-12-07
237,238,Noah,Adams,53,GAUTENG,Midrand,Self-Employed,18930.08,2022-07-27
238,239,Emma,Adams,64,Gauteng,Johannesburg, Self-employed ,,2021-08-27
239,240,Zanele,Mabena,47,Gauteng,Johannesburg,Employed,10482.56,2024-02-11
240,241,Amahle,Mabena,46,Western Cape,Stellenbosch,Self-employed,60869.41,2024-03-22
241,242,thabo,Khumalo,37,Western Cape,Paarl,Employed,"R10,018.62",2018-12-21
242,243,Kabelo,Naidoo,35,Mpumalanga,Emalahleni,Retired,10029.3,2018-05-23
243,244,Lerato,Mokoena,52,Western Cape,George,Self-Employed,9774.04,10/07/2012
244,245,Lerato,Mabena,39,KwaZulu-Natal,Richards Bay,employed,"R33,577.08",2016-05-11
245,246, Emma ,Molefe,59,KwaZulu-Natal,Pietermaritzburg,Student,13048.6,2022-11-18
246,247,Sibusiso,Botha,46,Gauteng,Johannesburg,Student,5367.08,2021-04-01
247,248,Oliver,Molefe,58,KwaZulu-Natal,Durban,Retired,28261.63,2023-10-29
248,249,Bongani,Mthembu,18,Limpopo,Tzaneen,Self-employed,18541.41,2021-02-02
249,250,Ayanda,Sithole,41,Limpopo,Tzaneen,Employed,32970.2,2012-04-08
250,251,Sibusiso,Nkosi,18,Gauteng,Soweto,Employed,36748.21,02/01/2016
251,252,Ethan,Jacobs,58,Gauteng,Pretoria,Employed,15988.34,2018-11-11
252,253,Thabo,Dlamini,50,Gauteng,Johannesburg,Employed,25049.36,not available
253,254,Anele,Mthembu,35,KwaZulu-Natal,Durban,Employed,24687.26,2024-09-15
254,255,Emma,Nkosi,54,Eastern Cape,Gqeberha,self-employed,5781.43,2014-07-20
255,256,Amelia,Adams,21,Gauteng,Soweto,Employed,19230.72,2019-08-10
256,257,Zanele,Mthembu,18,Gauteng,Pretoria,Self-employed,19647.43,2017-12-27
257,258,Bongani,Mokoena,34,North West,Klerksdorp,Employed,14903.45,2013-07-22
258,259,Amelia,Nkosi,48,Western Cape,Cape Town,Unemployed,87722.42,2025-08-12
259,260,Sipho,Van Wyk,30,KwaZulu-Natal,Pietermaritzburg,Employed,14553.02,24-01-2022
260,261,Kabelo,Mokoena,18,Eastern Cape,Gqeberha,Self-employed,17832.54,2015-02-09
261,262,Bongani,Mabena,37,Gauteng,Soweto,Employed,25083.05,2019-08-19
262,263,Zanele,Botha,47,Western Cape,Paarl,Employed,11093.66,2012-02-21
263,264,Kabelo,Sithole,51,Gauteng,Soweto,Employed,"R 29,480.96",2018-03-09
264,265,Mia,Mabena,41,Mpumalanga, Emalahleni ,Unemployed,41788.97,2019-04-15
265,266,Bongani,Williams,24,western cape,George,Employed,23214.74,2014-12-10
266,267,Sophia,Mthembu,29,Gauteng,Midrand,Self-employed,18103.24,2016-12-23
267,268,Emma,Sithole,38,Western Cape,George,Unemployed,12477.24,28/03/2013
268,269,Oliver,Mthembu,57,Western Cape,George,employed,27611.73,2021-06-23
269,270,Lucas,Adams,29,Eastern Cape,Mthatha,Employed,33858.17,2022-11-02
270,271,Ava,Khumalo,23,Gauteng,Midrand,,13307.12,2023-03-18
271,272,Nomsa,Pillay,49,KwaZulu-Natal,Richards Bay,Employed,11018.88,2017-12-15
272,273,Amahle,Mthembu,31,KwaZulu-Natal,Richards Bay,Employed,25671.23,2025-12-29
273,274,Emma,Williams,47,Limpopo,Tzaneen,Employed,15701.75,2023-06-26
274,275,Ayanda, Adams ,55,Western  Cape,Cape Town,Retired,36601.39,2012-11-29
275,276,Emma,Naidoo,18,Limpopo,Tzaneen,Employed,25405.84,2017-05-26
276,277,Oliver,Mthembu,49,KwaZulu-Natal,Richards Bay, Employed ,17841.17,2016-04-25
277,278,Mia,Mabena,28,Gauteng,Johannesburg,SELF-EMPLOYED,32180.09,2021-10-26
278,279, Sophia ,Nkosi,24,Free State,Welkom,Employed,28761.6,2024-07-14
279,280,Zanele,Van Wyk,42,Limpopo,Polokwane,Retired,18299.09,2019-09-02
280,281,Mia,Adams,37,Gauteng,Soweto,Self-employed,57970.2,2016-01-31
281,282,Bongani,Molefe,18,Mpumalanga,Secunda,Employed,15759.4,2024-11-06
282,283,Nomsa,Adams,45,KwaZulu-Natal,Durban,,,25 Dec 2024
283,284,Liam,Pillay,43,KwaZulu-Natal,Pietermaritzburg,Employed,26896.68,2012-05-30
284,285,Nomsa,Khumalo,42,Northern Cape,Kimberley,Employed,25684.73,2013/06/28
285,286,Anele,Dlamini,39,Gauteng,Midrand,Self-employed,18453.9,2016-10-21
286,287,Emma,Van Wyk,40,Limpopo,Tzaneen,Employed,75635.08,2013-06-15
287,288,Nomsa,Williams,49,Gauteng,Johannesburg,Employed,41426.81,2022-06-25
288,289,Zanele,Williams,42,Limpopo,Tzaneen,Unemployed,39395.27,2022-09-19
289,290,Oliver,Ndlovu,25,KwaZulu-Natal,Durban,Employed,21173.89,2023-08-22
290,291,Ava,Dlamini,38,Gauteng,Pretoria,Employed,17001.65,2022-02-26
291,292,Nomsa,Khumalo,45,Gauteng,Johannesburg,Employed,23998.31,2021-11-06
292,293,Amelia,Pillay,34,Gauteng,Midrand,Employed,19745.66,2017-09-16
293,294,Lerato,Adams,60,Western Cape,Paarl,Retired,22712.15,2021-08-07
294,295,Kabelo,Dlamini,45,Western Cape,Paarl,,40298.89,2019-07-13
295,296,Anele,Mahlangu,43,Gauteng,Johannesburg,Unemployed,20485.73,2017-08-07
296,297,Bongani,Williams,47,Western Cape,Cape Town,Employed,13146.35,2022-01-24
297,298,Nomsa,Mabena,37,Gauteng,Pretoria,Student,,2017-04-06
298,299,Bongani,Botha,47,Free State,Bloemfontein,,42657.86,2013-08-01
299,300,Ava,Khumalo,45,Eastern Cape,Mthatha,Employed,4745.76,2013-09-13
300,301,Lucas,Ndlovu,40,Free State,Bethlehem,Self-employed,9101.39,2025-12-16
301,302,Lucas,Van Wyk,42,Gauteng,Soweto,Employed,50387.67,2023-09-29
